,Unnamed: 0,id,book_id,best_book_id,work_id,books_count,isbn13,original_publication_year,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,goodreads_book_id
974,974,976,90072,90072,24501333,3,9780793551610.0,,4.44,90574,90691,262,803,1943,10781,20483,90072
975,975,977,15645,15645,2377563,856,9780812970070.0,1320.0,3.99,87511,109200,3576,1930,6267,23308,37680,15645
976,976,978,11559200,11559200,16499524,64,9780670023490.0,2012.0,4.04,97925,112860,11911,1531,5320,22037,41964,11559200
977,977,979,18816603,18816603,26757264,64,9780345544930.0,2014.0,3.94,76553,94584,11792,1874,5604,20043,36018,18816603
978,978,980,71811,71811,69530,48,9780441013810.0,2006.0,4.18,129150,136273,6493,2325,4716,20975,46351,71811
979,979,981,872333,872333,857698,47,9780786838930.0,2006.0,3.68,116687,120989,4679,6024,12543,31927,34222,872333
980,980,982,40024,40024,2266643,70,9780812976140.0,1994.0,4.05,96981,100908,4026,1798,4571,18715,37572,40024
981,981,983,25489625,25489625,44848425,36,9780812993550.0,2015.0,4.4,74218,102946,13113,1438,2375,9177,30541,25489625
982,982,984,15997,15997,1031493,819,9780140424390.0,1667.0,3.8,96316,104580,2645,3956,9036,25069,32906,15997
983,983,986,11564,11564,1836389,115,9781416524300.0,1999.0,3.56,95768,103156,3281,3658,12231,33253,30730,11564
984,984,987,8621462,8621462,13492114,138,9781406311520.0,2011.0,4.36,104579,132593,24522,1622,3307,14260,39473,8621462
985,985,988,8253920,8253920,7338128,39,9780765325940.0,2010.0,4.42,91383,98092,2356,877,1704,9062,30593,8253920
986,986,989,540020,540020,1792180,170,9780553266310.0,1971.0,4.25,85883,89606,1439,514,1738,12890,34456,540020
987,987,990,6732019,6732019,6928276,60,9780307463750.0,2010.0,3.93,88626,92318,2938,3523,6109,18662,29118,6732019
988,988,991,8909152,8909152,13785503,44,9780525951990.0,2011.0,3.95,105414,119865,16114,2354,5547,25617,48546,8909152
989,989,992,3090465,3090465,6440505,36,9780739352360.0,2005.0,3.88,89204,96811,3641,7478,7649,16077,23209,3090465
990,990,993,12875258,12875258,18028067,49,9780679644190.0,2012.0,4.04,85582,96546,11579,1702,4342,17472,38357,12875258
991,991,994,32085,18929854,2247074,77,9780312965780.0,1972.0,4.31,64779,98251,2770,693,1999,13232,32737,32085
992,992,995,11408650,11408650,13460686,42,,2011.0,4.09,83847,128632,14154,3673,7214,20598,39430,11408650
993,993,996,6854,6854,1341652,67,9780312966100.0,1997.0,4.14,113400,118305,2912,332,2257,23249,47014,6854
994,994,997,136116,136116,750426,427,9781576469230.0,1905.0,4.06,93217,104012,5087,1465,4492,20565,37114,136116
995,995,998,44186,44186,640276,23,9780375829130.0,1971.0,4.45,102184,104970,2504,1911,2537,10567,21477,44186
996,996,999,37741,37741,879886,66,9780425193790.0,1972.0,4.09,106435,111139,2081,1954,4102,21881,37208,37741
997,997,1000,10194157,10194157,15093325,66,9780805094600.0,2012.0,4.05,135225,149447,17829,2619,6318,27165,57759,10194157
998,998,1001,15797938,15797938,6463092,114,9780770437860.0,2009.0,3.22,74979,99070,14162,5722,16486,37029,30375,15797938
999,999,1002,14290364,14290364,19931517,57,9780399256780.0,2013.0,4.37,114623,123289,12759,1056,2778,13981,37322,14290364
1000,1000,1003,61666,61666,2416056,90,9782266079990.0,1985.0,4.11,90917,96012,2126,884,3383,18025,36041,61666
1001,1001,1004,9961796,9961796,7149084,22,9780525423290.0,2011.0,4.0,108370,123929,13224,2731,6370,24753,44016,9961796
1002,1002,1005,3711,3711,7480,115,9780375703870.0,1999.0,3.75,82474,90629,5347,2679,7363,23002,34725,3711
1003,1003,1006,11887020,11887020,16845778,86,9780062107060.0,2012.0,3.97,61422,82161,6851,2473,5241,16428,26296,11887020
1004,1004,1007,35982,35982,979256,33,9781582346180.0,2004.0,3.79,83607,89257,6051,2659,7349,22943,29859,35982
1005,1005,1008,8659601,8659601,13530989,71,9780061974560.0,2011.0,4.17,97938,105723,5790,941,3336,17700,38652,8659601
1006,1006,1009,15815333,15815333,21541829,34,9781594488400.0,2013.0,3.54,76566,84976,9534,3532,9398,25476,31182,15815333
1007,1007,1010,43070,43070,2244438,26,9780836218050.0,1988.0,4.65,93001,95543,598,717,895,5387,17566,43070
1008,1008,1011,1379961,1379961,3020568,76,,2008.0,4.0,95796,101619,9936,1408,4831,20633,39762,1379961
1009,1009,1012,13508607,13508607,19060869,89,9781439152800.0,2012.0,4.13,89460,100731,11877,1067,3020,16399,41956,13508607
1010,1010,1013,411053,411053,556134,88,9780696215320.0,1953.0,4.14,93640,95085,485,2152,3843,16571,28351,411053
1011,1011,1014,8698,6091075,3078120,119,9780330491240.0,1984.0,4.08,93774,109535,2020,624,4454,22611,39988,8698
1012,1012,1015,16631,16631,57612,359,9780140282580.0,1927.0,4.11,80769,97230,2993,1387,4435,17024,33570,16631
1013,1013,1016,32263,32263,2674805,107,9780553817060.0,2001.0,4.1,89468,98297,3212,1422,3299,18191,36538,32263
1014,1014,1017,17572903,17572903,19249629,71,9780670026620.0,2012.0,3.95,80991,98231,7820,3606,4459,18512,38681,17572903
1015,1015,1018,68487,25300956,4668002,94,9780006480100.0,1996.0,4.21,82608,102563,2699,862,2945,15073,38597,68487
1016,1016,1019,414999,414999,209414,172,9780345347950.0,1953.0,4.09,87141,96751,3759,943,3578,18261,36854,414999
1017,1017,1020,37190,37190,1508178,91,9780763625290.0,2004.0,4.0,113066,120423,8372,1930,6437,25821,41605,37190
1018,1018,1021,25460,25460,1582285,37,9780060852560.0,2007.0,4.03,83881,87904,10149,1709,4789,16112,31521,25460
1019,1019,1022,20613470,20613470,25128502,46,9781619630660.0,2014.0,4.53,123843,142858,16235,694,1923,10589,36979,20613470
1020,1020,1023,35231,35231,827903,54,9780812513750.0,1994.0,4.1,91046,97883,1796,910,3789,18827,35460,35231
1021,1021,1024,6218281,6218281,4543476,85,9780385342310.0,2009.0,3.81,99841,109533,13444,2908,7650,26956,42394,6218281
1022,1022,1025,7214,7214,10352,38,9780785263710.0,2003.0,3.92,82090,83060,3546,2857,5382,16699,28410,7214
1023,1023,1026,10965,10965,1750497,59,9780385340400.0,2005.0,4.43,87098,102765,4053,439,1712,10717,30762,10965
1024,1024,1027,18705209,18705209,17115101,64,9781423146740.0,2014.0,4.41,110719,125962,12234,822,2457,13295,36585,18705209
1025,1025,1028,26247008,26247008,49997474,45,9781250069800.0,2016.0,3.55,90477,116339,11983,2752,10961,41045,42953,26247008
1026,1026,1029,15704307,15704307,19113524,28,9781607066020.0,2012.0,4.25,131906,134562,8697,5192,4790,14126,37110,15704307
1027,1027,1030,10996342,10996342,15915002,55,9780316126690.0,2011.0,3.99,81712,89228,9610,1595,4131,16772,38073,10996342
1028,1028,1031,4631,4631,2459084,208,9780099285040.0,1964.0,4.04,69992,90690,6350,1317,4027,17732,34395,4631
1029,1029,1032,44652,44652,2129546,51,9781590385810.0,2006.0,4.08,99390,104185,8486,2189,5069,19001,34070,44652
1030,1030,1033,438492,438492,1168377,87,9780064407690.0,2000.0,3.91,118624,124211,3625,1276,6205,33273,45136,438492
1031,1031,1034,91476,91476,803205,59,9780451458440.0,2001.0,4.18,97736,106419,3975,293,2027,17955,44149,91476
1032,1032,1035,10884,10884,985244,78,9780743264730.0,2007.0,4.08,71156,73821,2489,2135,2854,12228,26308,10884
1033,1033,1036,15842441,15842441,16657003,37,9781476717490.0,2011.0,4.37,83085,106314,4350,1581,3034,11691,28189,15842441
1034,1034,1037,5351,5351,1040524,119,9780385339090.0,1998.0,3.81,80577,86456,1912,1041,5173,25497,32176,5351
1035,1035,1038,310459,310459,1165554,78,9780140348930.0,1976.0,3.79,92980,96821,3811,3319,8006,24135,31712,310459
1036,1036,1039,5899779,5899779,6072122,92,9781594743340.0,2009.0,3.28,103995,110252,12184,10085,17255,33627,29961,5899779
1037,1037,1040,15790837,15790837,21512389,32,9780316154700.0,2013.0,3.8,81616,90335,7959,1942,5571,23634,36656,15790837
1038,1038,1041,12505,12505,6552198,831,9780679642430.0,1868.0,4.18,74642,91393,3312,975,3551,14386,31702,12505
1039,1039,1042,365,365,1042123,83,9780671746730.0,1987.0,3.97,89569,96230,2408,993,4735,22168,36270,365
1040,1040,1043,1809465,1809465,3025815,96,9780810994740.0,2008.0,4.1,91831,98543,5808,1976,5231,18709,27995,1809465
1041,1041,1044,22716447,30268522,41897766,18,9780804138150.0,2015.0,3.89,74199,106929,7736,2037,5274,25842,42829,22716447
1042,1042,1045,18126198,18126198,25457412,83,9780062285680.0,2014.0,4.1,97058,116243,9213,1199,4985,22456,40265,18126198
1043,1043,1046,23453112,23453112,43014915,39,9781594206280.0,2015.0,3.85,94231,105957,10334,1640,4958,26742,46453,23453112
1044,1044,1047,11594337,11594337,16536239,49,9780061992250.0,2012.0,4.24,85136,89381,9991,2724,3215,10999,25821,11594337
1045,1045,1049,68427,68427,2908871,60,9780765350370.0,2005.0,4.17,95950,105780,6438,1311,2974,16025,41443,68427
1046,1046,1050,2118745,2118745,2124180,83,9781406310250.0,2008.0,3.96,99638,112899,12462,4617,7140,20162,37282,2118745
1047,1047,1051,33512,33512,527677,35,9780312199430.0,1998.0,3.88,84367,89675,7065,2618,6244,19620,32330,33512
1048,1048,1052,3720975,3720975,3764682,59,9780743296410.0,2009.0,3.96,90138,95952,7443,1471,5253,21030,36173,3720975
1049,1049,1053,5093,5093,1178083,12,9781416521500.0,2004.0,3.98,84957,95650,2508,1267,5052,21315,34246,5093
1050,1050,1054,13125947,13125947,14449480,51,9780525423670.0,2012.0,3.56,109290,117859,10280,4478,13979,36753,36346,13125947
1051,1051,1055,14836,14836,1024288,152,9780099578510.0,1981.0,3.99,75502,84514,4917,2533,5417,15365,28241,14836
1052,1052,1056,535441,535441,818,49,9781400049620.0,2004.0,3.86,82535,86837,3545,1709,6009,22592,28960,535441
1053,1053,1057,5348,5348,2777175,114,9780440234750.0,1999.0,3.83,80377,86213,2264,1012,5098,24899,31881,5348
1054,1054,1058,16331,16331,2589654,216,9781579126250.0,1930.0,4.03,93963,100137,2199,1170,3228,22393,37786,16331
1055,1055,1059,227651,227651,1210896,29,9781416924980.0,1998.0,3.97,94478,96951,5148,1658,5363,21990,33488,227651
1056,1056,1060,315425,315425,3100234,44,9781594201460.0,2007.0,4.07,80434,85793,7003,707,2771,16427,35960,315425
1057,1057,1061,703292,703292,2904401,60,9780440995780.0,1958.0,3.97,105770,112667,4782,2078,5765,25034,40412,703292
1058,1058,1062,22918050,22918050,42484814,63,,2015.0,3.85,111044,126852,14043,2882,8973,32084,43021,22918050
1059,1059,1063,9419,9419,2992357,84,9780440241900.0,2002.0,3.77,88139,93578,2306,1441,6585,28580,32779,9419
1060,1060,1064,5890,5890,1303710,721,9780141439620.0,1859.0,3.98,93134,103301,5668,1971,5120,21879,38080,5890
1061,1061,1065,25735012,25735012,43699375,83,9780316349930.0,2015.0,4.21,66979,95274,10254,550,1926,12591,42325,25735012
1062,1062,1066,5821978,5821978,5994018,50,9781416968240.0,2009.0,3.96,104730,110967,8448,2951,7571,23699,33795,5821978
1063,1063,1067,6422,6422,2322486,59,9780312966970.0,1998.0,4.17,106871,111633,2527,286,1886,20825,44410,6422
1064,1064,1068,29209,29209,29679,62,9781573225790.0,1996.0,4.06,80906,83888,4174,1206,3218,15996,32338,29209
1065,1065,1069,6402364,6402364,6591160,77,9780060889580.0,2009.0,3.95,85006,94086,3949,1272,4403,21584,36889,6402364
1066,1066,1070,112750,112750,108558,58,9780385339160.0,2006.0,4.14,110812,123927,8554,2809,5659,20357,37943,112750
1067,1067,1071,234184,234184,3107985,65,9780312857070.0,1995.0,4.1,83235,89987,1519,1554,3768,15302,32466,234184
1068,1068,1072,7114761,7114761,10424899,48,9780312554160.0,2010.0,3.73,83461,87618,4176,2202,7065,25223,30791,7114761
1069,1069,1073,5797,5797,1057468,650,9780141439840.0,1847.0,3.76,91323,97978,2598,3050,8007,25897,33250,5797
1070,1070,1074,4982,4982,905970,102,9781857988840.0,1959.0,4.16,72493,83867,3241,552,2636,14460,31577,4982
1071,1071,1075,10625,7278752,6560478,146,9782266047420.0,1992.0,3.81,71053,98959,1718,1623,7586,27461,33524,10625
1072,1072,1076,25781157,25781157,45630747,46,9780062414210.0,2016.0,3.45,79762,96364,10214,2615,9810,36492,36673,25781157
1073,1073,1077,21326,21326,1138855,28,9781563899420.0,2001.0,3.99,101016,104260,2845,4441,5620,18578,33351,21326
1074,1074,1078,1633,1633,5759,115,9780142000280.0,2001.0,3.98,75665,82166,3586,2135,4336,16752,28650,1633
1075,1075,1079,13103,13103,2603195,134,9780446671000.0,1993.0,3.6,72675,77657,3229,6094,8677,18351,21637,13103
1076,1076,1080,12294652,12294652,17271423,33,9780803736990.0,2012.0,4.02,102012,108389,8327,2477,5584,21074,37209,12294652
1077,1077,1081,12959233,12959233,18116611,2,9780525952920.0,2012.0,4.29,71971,88328,6821,467,1752,10821,33796,12959233
1078,1078,1082,19288239,19288239,24593525,123,9780385352110.0,2013.0,3.82,67873,86134,8264,1343,5021,22170,37193,19288239
1079,1079,1083,82970,82970,1822441,46,9780330418360.0,1999.0,3.77,77462,82636,3856,1583,5781,23290,31476,82970
1080,1080,1084,59716,59716,1323448,465,9781406792390.0,1927.0,3.76,83066,95572,4775,4380,8735,22226,30179,59716
1081,1081,1085,105576,105576,101768,20,9788129104600.0,2004.0,3.43,67438,69052,1786,3290,8985,22960,22478,105576
1082,1082,1086,30281,30281,3349934,74,9780425197550.0,1993.0,4.02,104252,115174,4842,3154,6494,22437,35934,30281
1083,1083,1087,19057,19057,2737065,79,9780375836670.0,2002.0,4.09,93119,104510,11483,1448,4626,18714,38345,19057
1084,1084,1088,31463,31463,914540,789,9780141439660.0,1874.0,3.92,87427,97459,4277,2221,5493,21766,36743,31463
1085,1085,1089,34507,34507,583611,115,9780060855900.0,1987.0,4.0,88673,102658,2624,668,3631,24344,40902,34507
1086,1086,1090,24800,24800,856555,37,9780385603100.0,2000.0,4.13,75469,88731,8113,3020,4930,12570,24803,24800
1087,1087,1091,85379,85379,5376585,105,9780380718340.0,1993.0,4.11,83695,86940,690,586,1978,17291,34226,85379
1088,1088,1092,17288661,17288661,25046757,91,9780385537130.0,2013.0,3.98,56315,83185,8733,709,3198,18054,36337,17288661
1089,1089,1093,8652190,8652190,7366280,61,9780312650250.0,2011.0,4.02,101234,107548,3014,2908,6983,21597,29683,8652190
1090,1090,1094,17150,17150,575450,501,9781583485100.0,1918.0,3.76,81102,101039,5860,3655,8405,24776,35642,17150
1091,1091,1095,213753,213753,206925,32,,2006.0,3.89,94282,98669,8461,3105,6799,21733,33458,213753
1092,1092,1096,706,706,1589081,20,9780713998950.0,2004.0,4.02,74511,79555,1378,1072,3011,16474,31432,706
1093,1093,1097,89375,89375,2957021,54,9780800759490.0,2004.0,3.91,67937,69968,3056,2082,5200,15796,20710,89375
1094,1094,1098,17407748,17407748,24248331,92,9781455520660.0,2012.0,4.14,71276,88683,8692,1011,3435,15361,31569,17407748
1095,1095,1100,78983,78983,1084150,104,9780312995060.0,1979.0,4.27,74052,79184,2779,637,1870,10776,28435,78983
1096,1096,1101,1609451,1609451,3079132,53,9780743496740.0,2008.0,3.91,86471,90401,5881,1332,4859,21935,34687,1609451
1097,1097,1102,32370,32370,1825967,40,9780312423800.0,2003.0,4.01,70550,73886,3148,728,3150,16092,28576,32370
1098,1098,1103,80568,80568,3164888,60,9780446613350.0,2001.0,4.15,77538,79471,2238,1022,3130,14320,25518,80568
1099,1099,1104,25644601,25644601,45460946,84,9781101946340.0,2015.0,3.76,75320,104752,10218,6444,10145,23125,27235,25644601
1100,1100,1105,106,106,3634570,140,9780441172700.0,1969.0,3.86,82580,90432,2283,1026,5333,23541,36242,106
1101,1101,1106,17267,17267,1215780,82,9790007672390.0,1945.0,4.28,75031,80763,3847,1213,2311,10473,25434,17267
1102,1102,1107,80536,80536,3111329,50,9781416528630.0,2004.0,3.76,77592,80501,2425,1236,5211,24377,30316,80536
1103,1103,1108,46306,46306,942531,521,9780517092910.0,1835.0,4.28,90999,94395,544,595,2042,14474,30116,46306
1104,1104,1109,6466909,6466909,6657415,21,9780316075800.0,2009.0,4.34,82399,83068,191,1285,2812,11978,17496,6466909
1105,1105,1110,24445517,24445517,24878180,41,,2014.0,4.33,81707,121054,14224,1719,3961,14342,33965,24445517
1106,1106,1111,31101,31101,1581343,41,9780767905210.0,1999.0,3.41,78132,79157,877,7879,8357,23883,21770,31101
1107,1107,1112,77392,77392,535245,5,9780553213170.0,1915.0,4.21,97049,102242,2357,1120,2561,16940,34814,77392
1108,1108,1113,51893,51893,196327,970,9780140047490.0,1883.0,4.05,65362,79615,2185,1875,4197,14658,26373,51893
1109,1109,1114,156538,156538,1016482,434,9780140620190.0,1854.0,4.13,95274,106167,5470,2016,4265,17507,36518,156538
1110,1110,1115,11330361,11330361,16258764,43,9781451629190.0,2011.0,3.89,72713,80357,6978,1318,4977,20465,28359,11330361
1111,1111,1116,7913305,7913305,11196793,45,,2010.0,4.0,62784,70458,4023,1181,3044,13102,30076,7913305
1112,1112,1117,8650,8650,1212784,121,9780752224410.0,1995.0,3.72,83389,92767,2426,1339,7287,28723,33791,8650
1113,1113,1118,9593913,9593913,14480925,73,9780062014540.0,2013.0,3.74,100593,109040,12202,2496,9699,30219,37521,9593913
1114,1114,1119,13890,13890,791214,56,9780812550280.0,1996.0,4.0,86421,93771,1517,1004,4645,20983,33747,13890
1115,1115,1120,21348,21348,868263,942,9780192840510.0,-560.0,4.05,88508,98962,1441,773,3717,22587,34885,21348
1116,1116,1121,394535,394535,1065465,102,9780679728760.0,1985.0,4.18,71095,79519,7307,1879,4408,10899,22276,394535
1117,1117,1122,12751687,12751687,17892468,57,9781442426670.0,2012.0,4.22,107569,112153,7499,2275,5250,16485,29317,12751687
1118,1118,1123,13440,13440,1814,2,9780751504380.0,1985.0,3.93,82320,88036,1251,682,3870,23568,32885,13440
1119,1119,1124,22206,22206,1311854,67,9780099437960.0,2002.0,3.73,66713,76680,2586,1404,6142,22378,28519,22206
1120,1120,1125,6969361,6969361,7208552,21,9788129115300.0,2009.0,3.42,67866,69282,2421,3590,9682,22345,21176,6969361
1121,1121,1126,263145,263145,255083,25,9781421508220.0,2005.0,4.1,89733,90130,1192,3142,5748,15602,20167,263145
1122,1122,1127,91478,91478,912988,46,9780451458930.0,2002.0,4.3,91012,98512,3137,150,1156,12546,39840,91478
1123,1123,1128,61975,61975,2467422,99,9780345484260.0,1968.0,4.1,95378,101637,2385,1514,4189,19367,34403,61975
1124,1124,1129,1081560,1081560,1068303,3,9780618968470.0,2007.0,3.81,108399,108445,46,11128,7366,17923,26641,1081560
1125,1125,1130,17788401,17788401,24878172,21,,2014.0,4.3,107583,116301,15257,1759,4146,14108,33398,17788401
1126,1126,1131,47401,47401,2930558,143,9780141000180.0,1998.0,3.95,84770,93092,3437,916,4161,22099,37751,47401
1127,1127,1132,293101,293101,284389,43,9780553116600.0,1977.0,3.82,80959,83364,1567,1955,6514,22774,25273,293101
1128,1128,1133,11713,11713,3009869,58,9780771068710.0,1992.0,3.88,83741,92162,3308,2829,6755,19783,32472,11713
1129,1129,1134,13639050,13639050,19252471,38,9781936305550.0,2012.0,4.22,91213,96953,3449,1868,4020,13830,28161,13639050
1130,1130,1135,11012,11012,260248,1101,9780192839990.0,1914.0,3.85,73140,91256,4078,2091,6230,22010,33444,11012
1131,1131,1136,5941033,5941033,6113503,74,9781400063730.0,2009.0,3.93,71515,79306,8255,1644,4957,16425,30475,5941033
1132,1132,1137,227865,227865,1333018,119,9780141321320.0,2003.0,4.04,94437,102207,1900,1169,3601,21954,38901,227865
1133,1133,1138,43933,43933,977015,119,9780440236700.0,2001.0,4.11,78070,85209,3738,681,2559,15411,34596,43933
1134,1134,1139,17660,17660,150226,109,,1987.0,3.48,89262,95301,1854,4220,12369,31577,28068,17660
1135,1135,1140,5287473,5287473,5354884,53,9781423121300.0,2010.0,3.96,109881,114594,7766,2764,6358,24747,39195,5287473
1136,1136,1141,13099738,13099738,18272194,33,9780761169250.0,2010.0,3.86,93625,97114,3270,6460,6550,18714,27654,13099738
1137,1137,1142,816,816,1166797,3,9780060512800.0,1999.0,4.25,72683,81409,4342,1223,2983,10487,26399,816
1138,1138,1143,16102004,16102004,21912533,47,9781476730100.0,2013.0,4.05,111668,119301,7381,3634,6573,20642,37561,16102004
1139,1139,1144,14249,14249,718772,51,9780060959040.0,2000.0,3.98,78529,81104,5233,1196,4129,17398,30971,14249
1140,1140,1145,5204,5204,420701,52,9780452282830.0,1996.0,3.7,77251,80906,2557,2679,7047,22287,29134,5204
1141,1141,1146,102920,102920,2415847,37,9780060976260.0,1993.0,3.98,77277,77953,1659,4662,4632,12948,20928,102920
1142,1142,1147,7842288,7842288,10937544,76,9780316077060.0,2010.0,3.84,95447,107651,6614,2229,7934,27698,36754,7842288
1143,1143,1149,14865,14865,3254054,65,9780743454550.0,2005.0,3.68,79662,82770,3872,1234,6255,27232,31134,14865
1144,1144,1150,15159,15159,2837,102,9780330419640.0,1995.0,4.15,72481,76197,1344,589,1787,13178,30957,15159
1145,1145,1151,6858,6858,1268422,51,9780312976280.0,2000.0,4.18,99329,103204,2085,261,1761,18757,40597,6858
1146,1146,1152,13624688,13624688,19426990,61,9781401322790.0,2012.0,3.85,72277,79810,8697,1665,5923,20078,27535,13624688
1147,1147,1153,33456,33456,3258721,38,9780060590280.0,2006.0,4.08,78523,84684,5640,1310,3297,15234,32020,33456
1148,1148,1154,1301,1301,416305,39,9780393324820.0,2003.0,4.24,66406,71498,4030,807,1589,9096,27836,1301
1149,1149,1155,334123,334123,1121748,99,9780786818590.0,2003.0,3.99,86062,95452,4093,2045,5255,19001,34201,334123
1150,1150,1156,611298,611298,2884260,28,9780446580500.0,2007.0,3.91,71023,72740,3328,1209,4029,17615,27295,611298
1151,1151,1157,763362,763362,749449,86,9780688014290.0,1981.0,3.85,70241,72185,1176,1858,4985,18226,23831,763362
1152,1152,1158,42697,42697,804397,79,9780553258480.0,1958.0,4.33,77258,79096,1442,458,1544,10026,26245,42697
1153,1153,1159,77163,77163,1253009,30,9780684844770.0,1994.0,4.07,80056,81284,1790,1355,3708,15019,29243,77163
1154,1154,1160,2052,2052,1222673,238,9780394758280.0,1939.0,4.04,84489,90652,3884,1521,4056,17190,34743,2052
1155,1155,1161,4799,4799,824028,155,9780142000690.0,1945.0,4.02,81598,88541,3926,851,3520,18946,35153,4799
1156,1156,1162,11230081,11230081,16156051,32,9780446585030.0,2011.0,3.72,74358,79686,5874,2961,8032,21234,23345,11230081
1157,1157,1163,65119,65119,1209957,83,9780439272640.0,2000.0,3.83,101325,109009,2962,1298,7142,31785,37268,65119
1158,1158,1164,11250053,11250053,16176521,57,9780316175680.0,2012.0,3.95,72328,85022,11419,1238,3845,18320,36287,11250053
1159,1159,1165,17314430,17314430,23981243,42,2940016231920.0,2013.0,4.19,106236,115224,7550,1772,3824,16957,40784,17314430
1160,1160,1166,3293821,3293821,3330329,81,9780810970690.0,2009.0,4.11,82518,87023,4142,1705,4602,16436,23834,3293821
1161,1161,1167,6656,6656,809248,1579,9780679433130.0,1308.0,4.06,74130,88924,2745,1235,4476,17788,29573,6656
1162,1162,1168,48757,48757,55188,67,9781405204260.0,1982.0,4.01,69975,77697,3027,1341,3865,16342,27011,48757
1163,1163,1169,13047090,13047090,18211575,44,9781620610110.0,2012.0,4.33,111448,119355,9018,1174,3166,14340,36807,13047090
1164,1164,1170,13104080,13104080,18276967,45,9780062085540.0,2013.0,4.28,109183,116847,11511,1764,3826,14757,36003,13104080
1165,1165,1171,28078,28078,815591,65,9780812968970.0,2003.0,3.79,78129,79989,2952,1743,5465,22050,29609,28078
1166,1166,1172,114954,114954,1537541,100,9781423104000.0,2005.0,4.04,95638,101315,1592,1019,3646,21890,38429,114954
1167,1167,1173,25074850,25074850,27669153,111,9780385354290.0,2015.0,3.73,53751,81860,9763,1850,5662,22883,33656,25074850
1168,1168,1174,26893819,26893819,42856015,59,9780812998600.0,2016.0,3.49,76761,94812,11573,2905,11033,32122,34599,26893819
1169,1169,1175,179064,179064,2715267,34,9781582349910.0,2003.0,4.18,92952,97013,8818,1726,3198,14755,33819,179064
1170,1170,1176,21671,21671,1234249,97,9780060584760.0,2001.0,4.19,86103,91248,2836,943,2406,13458,36410,21671
1171,1171,1177,7619057,15842439,10090210,73,9780099549340.0,2010.0,3.93,66381,91450,9979,1779,5283,20394,33652,7619057
1172,1172,1178,62446,62446,2071994,927,9780451528350.0,1881.0,3.84,84682,90583,1565,1053,5031,26289,33530,62446
1173,1173,1179,16690,16690,1048525,105,9780340837950.0,1966.0,4.17,80366,86665,2783,877,2892,14617,30401,16690
1174,1174,1181,6423,6423,1874115,54,9780330371230.0,1999.0,4.17,92737,101162,2225,234,1715,18880,40111,6423
1175,1175,1182,13596166,13596166,19185026,82,9781781162640.0,2013.0,3.9,75018,82221,9627,1349,4135,19027,34328,13596166
1176,1176,1183,13154150,13154150,18332367,30,9781612620240.0,2010.0,4.42,82565,84361,1630,1497,2163,8125,19796,13154150
1177,1177,1184,46164,46164,8272,406,9780684801540.0,1933.0,3.83,79008,86768,3615,1719,5896,22117,32814,46164
1178,1178,1185,306654,306654,1187268,46,9780385312580.0,1984.0,3.99,82281,84646,3440,1410,3959,18327,31333,306654
1179,1179,1186,92517,92517,1324493,70,9780811214050.0,1945.0,3.67,90032,93155,1835,2327,8897,27637,32344,92517
1180,1180,1187,13586707,35036409,19174054,9,9781609450790.0,2011.0,3.88,64637,88433,10235,2191,5663,19003,34930,13586707
1181,1181,1188,368593,368593,1885647,106,9780307353140.0,2007.0,3.84,66129,78785,4101,2637,6377,18156,25731,368593
1182,1182,1189,43877,43877,43268,138,9780062515670.0,1996.0,3.77,52031,65477,3517,2900,5582,14980,22014,43877
1183,1183,1190,10054335,10054335,14950407,49,9780670022690.0,2011.0,3.99,75541,85132,9257,1044,3843,17133,36063,10054335
1184,1184,1191,61179,61179,924711,89,9780575077030.0,1970.0,3.96,76925,82561,2540,1172,4609,18536,30483,61179
1185,1185,1192,7824322,7824322,10870318,89,9780399254120.0,2011.0,4.36,87718,101286,15153,885,1911,10720,34578,7824322
1186,1186,1193,439173,439173,1993854,49,9780689818770.0,1996.0,3.79,83351,84496,3165,2530,7349,22318,25470,439173
1187,1187,1194,6578293,6578293,6771716,84,9780810983920.0,2009.0,4.14,78592,82986,4248,1691,4157,14900,22681,6578293
1188,1188,1195,13602426,13602426,19195697,43,9780062065250.0,2012.0,3.91,67928,76136,8100,1240,4085,16752,32262,13602426
1189,1189,1196,18130,18130,1196035,66,9780440487620.0,1973.0,4.07,87277,93772,2139,1318,3499,18357,34396,18130
1190,1190,1197,13615258,13615258,19216323,10,9780062237420.0,2012.0,4.18,81621,88094,4769,1258,3843,15265,25378,13615258
1191,1191,1198,22822858,22822858,42375710,55,9780385539260.0,2015.0,4.27,66782,85544,15267,2540,3792,9264,22287,22822858
1192,1192,1199,156534,156534,151061,19,9781563899800.0,2003.0,4.12,81326,82315,2434,2462,3478,12272,27613,156534
1193,1193,1200,10803121,10803121,15035863,45,9780765330420.0,2011.0,4.2,72185,84897,5303,271,1652,12408,36754,10803121
1194,1194,1201,7981206,7981206,12401364,55,,2011.0,3.77,87066,106041,6231,1623,8127,31815,36438,7981206
1195,1195,1202,60792,60792,1070136,87,9780345452010.0,1985.0,3.9,80075,82264,1752,1069,4354,20299,32505,60792
1196,1196,1203,12000020,12000020,16964419,41,9781442408920.0,2012.0,4.34,108884,123245,19200,2086,3759,13829,33659,12000020
